Gene name	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	GeneID
Enpp1	1.28546245939318	0.571930330933097	1.61143550629424	0.354919777241563	0.722649691700805	1	chr10	24637913	24712159	-	NA	ENSMUSG00000037370.13
Xpc	1.28546245939318	0.571930330933097	1.61143550629424	0.354919777241563	0.722649691700805	1	chr6	91489304	91515888	-	NA	ENSMUSG00000030094.8
Adcy9	1.28507609912083	0.571906155517785	1.56484000056002	0.365472607623215	0.714758650685001	1	chr16	4287528	4420498	-	NA	ENSMUSG00000005580.11
Arfgef1	1.28507609912083	0.571906155517785	1.56484000056002	0.365472607623215	0.714758650685001	1	chr1	10137570	10232670	-	NA	ENSMUSG00000067851.11
Cblc	1.28507609912083	0.571906155517785	1.56484000056002	0.365472607623215	0.714758650685001	1	chr7	19778880	19796809	-	NA	ENSMUSG00000040525.13
DENND4A	1.28507609912083	0.571906155517785	1.56484000056002	0.365472607623215	0.714758650685001	1	NA	NA	NA	NA	NA	NA
HIF1A	1.28507609912083	0.571906155517785	1.56484000056002	0.365472607623215	0.714758650685001	1	NA	NA	NA	NA	NA	NA
Setd5	1.28507609912083	0.571906155517785	1.56484000056002	0.365472607623215	0.714758650685001	1	chr6	113077364	113153435	+	NA	ENSMUSG00000034269.12
Slk	1.28507609912083	0.571906155517785	1.56484000056002	0.365472607623215	0.714758650685001	1	chr19	47579677	47645246	+	NA	ENSMUSG00000025060.14
Pigt	6.42708475920602	0.571895347629321	0.707397472519086	0.808449803464474	0.418831691526181	0.886046938246304	chr2	164497519	164508301	+	NA	ENSMUSG00000017721.15
Farsb	3.85328233138635	0.57184389024813	0.875624406318684	0.653069839215979	0.51371125535677	0.924669285802078	chr1	78417974	78488897	-	NA	ENSMUSG00000026245.16
Dgkz	1.28297468046564	0.571807030706453	1.68693688477447	0.338961721607563	0.734638566613045	1	chr2	91932823	91975864	-	NA	ENSMUSG00000040479.11
Srgn	1.28297468046564	0.571807030706453	1.68693688477447	0.338961721607563	0.734638566613045	1	chr10	62493832	62527451	-	NA	ENSMUSG00000020077.14
Pde8a	1.28468973884848	0.571787839175192	1.68577804783742	0.339183346175793	0.734471614275107	1	chr7	81213595	81334533	+	NA	ENSMUSG00000025584.17
FRMD4B	1.28258832019329	0.571766241929037	1.6294839588965	0.350887923018427	0.725672432187416	1	NA	NA	NA	NA	NA	NA
Sptan1	26.9910068670458	0.571763969672295	0.41537492487006	1.37650092829064	0.168666600120674	0.654390038311856	chr2	29965559	30031451	+	NA	ENSMUSG00000057738.13
Ifnar1	3.85739891900149	0.571708863342147	0.894246026740627	0.639319433630505	0.522615148613341	0.926859031808063	chr16	91485237	91507441	+	NA	ENSMUSG00000022967.12
KIF5B	1.28523155179988	0.571653098254527	1.61156289909045	0.354719693892905	0.722799595559496	1	NA	NA	NA	NA	NA	NA
MAP3K11	1.28733297045507	0.571602967733749	1.71070529564406	0.334132927038464	0.738279254340775	1	NA	NA	NA	NA	NA	NA
Tap1	1.28484519152753	0.571587988529069	1.62810229983441	0.351076212217871	0.725531173409032	1	chr17	34187552	34197225	+	NA	ENSMUSG00000037321.17
Dsp	1.28274377287233	0.571537346262979	1.62938026298908	0.350769773787796	0.725761075154709	1	chr13	38151327	38198577	+	NA	ENSMUSG00000054889.9
Mtor	1.28274377287233	0.571537346262979	1.62938026298908	0.350769773787796	0.725761075154709	1	chr4	148448610	148557683	+	NA	ENSMUSG00000028991.15
Strip1	1.28313013314468	0.571536451898878	1.77646049115911	0.321727645924712	0.747659032071093	1	chr3	107612531	107631694	-	NA	ENSMUSG00000014601.13
Trpc4ap	2.57131919174266	0.571527730002574	1.04143666895556	0.548787791941059	0.58315108921027	1	chr2	155634270	155692384	-	NA	ENSMUSG00000038324.13
SMC1A	7.70835683682329	0.57145336864242	0.659636009821956	0.866316210961045	0.386316778739278	0.865604563071788	NA	NA	NA	NA	NA	NA
Cdc40	3.85593347567689	0.571438362893935	0.881911932962323	0.647953998053395	0.517014704033124	0.92572867243785	chr10	40831625	40883143	-	NA	ENSMUSG00000038446.7
Vps33a	3.85460477756639	0.571437337783173	0.8863874292906	0.644681229561784	0.51913378273315	0.926191683324553	chr5	123528658	123573038	-	NA	ENSMUSG00000029434.12
Sh3gl1	2.57108828414936	0.571393621439847	1.04703287585114	0.545726533157194	0.585253930386725	1	chr17	56016752	56036637	-	NA	ENSMUSG00000003200.9
Cd59a	14.1324210898514	0.57130454593344	0.533603479775829	1.07065371120415	0.284325163215343	0.79498376055199	chr2	104095800	104115354	+	NA	ENSMUSG00000032679.12
Nln	1.28251286527903	0.571222219564988	1.68722869961144	0.338556485968106	0.734943867712154	1	chr13	104023438	104109614	-	NA	ENSMUSG00000021710.10
Dgcr2	3.85337024183509	0.57120266701076	0.897781997814616	0.636237603784865	0.524621566967916	0.927559754498176	chr16	17839481	17894145	-	NA	ENSMUSG00000003166.19
Ccm2	2.56821414494947	0.571185183829609	1.1023182016171	0.518167243352855	0.604341587214531	1	chr11	6546886	6596744	+	NA	ENSMUSG00000000378.15
Ftsj1	7.70983473568238	0.571169969870737	0.669848626712601	0.8526851397365	0.393833933837633	0.870708828002616	chrX	8238667	8252406	-	NA	ENSMUSG00000031171.11
Ankrd27	3.85484359784364	0.571164903053054	0.879103095950632	0.64971321985326	0.515877482997069	0.92572867243785	chr7	35586243	35639226	+	NA	ENSMUSG00000034867.16
TAOK2	2.56852505030756	0.571077081575983	1.0568174134302	0.540374405567742	0.588938854978145	1	NA	NA	NA	NA	NA	NA
Ccdc125	1.28647400021513	0.57097530843162	1.68454901018892	0.338948469280561	0.734648550140985	1	chr13	100669480	100697240	+	NA	ENSMUSG00000048924.13
Tmem129	1.28647400021513	0.57097530843162	1.68454901018892	0.338948469280561	0.734648550140985	1	chr5	33653215	33658416	-	NA	ENSMUSG00000019295.8
Ppil1	2.56813869003521	0.570937359848347	1.10676115307507	0.515863208843235	0.605949951730555	1	chr17	29250802	29264158	-	NA	ENSMUSG00000024007.14
Adgre5	1.28624309262183	0.570806014724382	1.61092505738201	0.354334307551231	0.723088359708301	1	chr8	83723250	83741326	-	NA	ENSMUSG00000002885.14
Mia3	1.28873087154937	0.570767488223105	1.68320090920837	0.339096470956365	0.734537056882659	1	chr1	183326724	183369553	-	NA	ENSMUSG00000056050.12
Zbtb41	1.28662945289418	0.570734389017492	1.68443612198838	0.338828158317915	0.734739187433779	1	chr1	139422287	139453005	+	NA	ENSMUSG00000033964.12
Insr	2.5721798227361	0.570671459727203	1.0617952655996	0.537459035857483	0.590950573659726	1	chr8	3122060	3279617	-	NA	ENSMUSG00000005534.10
Manba	2.5721798227361	0.570671459727203	1.0617952655996	0.537459035857483	0.590950573659726	1	chr3	135485610	135571404	+	NA	ENSMUSG00000028164.15
Senp5	1.28639854530088	0.570581398921985	1.61082348413816	0.354217209111067	0.723176107609171	1	chr16	31962505	32003287	-	NA	ENSMUSG00000022772.11
Bcar3	2.5698474964876	0.57054161139741	1.05100007277827	0.542855919970784	0.58722900780521	1	chr3	122294135	122530191	+	NA	ENSMUSG00000028121.8
Dido1	1.28601218502853	0.570528735740049	1.61105223342472	0.354134226006589	0.723238293333078	1	chr2	180657963	180709999	-	NA	ENSMUSG00000038914.15
Rnf6	1.28601218502853	0.570528735740049	1.61105223342472	0.354134226006589	0.723238293333078	1	chr5	146209191	146221555	-	NA	ENSMUSG00000029634.15
Tfdp1	1.28601218502853	0.570528735740049	1.61105223342472	0.354134226006589	0.723238293333078	1	chr8	13338750	13378448	+	NA	ENSMUSG00000038482.11
Orc4	2.57233527541515	0.570504444060088	1.08016652626871	0.528163417571196	0.597385917706641	1	chr2	48902823	48950277	-	NA	ENSMUSG00000026761.12
Mink1	2.56735971756006	0.570454852131157	1.05471090234641	0.540863710484144	0.588601525543608	1	chr11	70562880	70614483	+	NA	ENSMUSG00000020827.18
Bmpr1a	1.28391076637333	0.570444909734345	1.62862697849709	0.350261242915647	0.726142648849397	1	chr14	34410733	34503341	-	NA	ENSMUSG00000021796.14
Eral1	1.28391076637333	0.570444909734345	1.62862697849709	0.350261242915647	0.726142648849397	1	chr11	78073375	78080383	-	NA	ENSMUSG00000020832.14
Fcho2	1.28391076637333	0.570444909734345	1.62862697849709	0.350261242915647	0.726142648849397	1	chr13	98723406	98815449	-	NA	ENSMUSG00000041685.15
Zbp1	1.28391076637333	0.570444909734345	1.62862697849709	0.350261242915647	0.726142648849397	1	chr2	173206611	173218923	-	NA	ENSMUSG00000027514.14
Ep400	1.28849996395607	0.570438283436238	1.70139974551254	0.335275872081664	0.737416992776966	1	chr5	110664372	110770717	-	NA	ENSMUSG00000029505.17
Clcn7	3.85391371553998	0.570402410530646	0.889426517847485	0.641314823748549	0.521318160013128	0.926699129486363	chr17	25133390	25162104	+	NA	ENSMUSG00000036636.9
Dapk1	1.28352440610098	0.570392541969916	1.62886033243794	0.350178913815282	0.726204430489186	1	chr13	60601946	60763185	+	NA	ENSMUSG00000021559.13
Relch	1.28352440610098	0.570392541969916	1.62886033243794	0.350178913815282	0.726204430489186	1	NA	NA	NA	NA	NA	NA
Trak2	1.28352440610098	0.570392541969916	1.62886033243794	0.350178913815282	0.726204430489186	1	chr1	58900448	58973430	-	NA	ENSMUSG00000026028.12
gag	1.28352440610098	0.570392541969916	1.62886033243794	0.350178913815282	0.726204430489186	1	NA	NA	NA	NA	NA	NA
DUSP16	1.28616763770757	0.57030411074632	1.61095061708754	0.354017127959752	0.723326047157571	1	NA	NA	NA	NA	NA	NA
FAM76B	1.28616763770757	0.57030411074632	1.61095061708754	0.354017127959752	0.723326047157571	1	NA	NA	NA	NA	NA	NA
Zkscan1	1.28616763770757	0.57030411074632	1.61095061708754	0.354017127959752	0.723326047157571	1	chr5	138085083	138107822	+	NA	ENSMUSG00000029729.12
DEGS1	1.28367985878003	0.570256517423584	1.58028105090034	0.360857656996324	0.71820585855326	1	NA	NA	NA	NA	NA	NA
Esyt1	1.28367985878003	0.570256517423584	1.58028105090034	0.360857656996324	0.71820585855326	1	chr10	128510247	128525859	-	NA	ENSMUSG00000025366.7
Fndc3b	1.28367985878003	0.570256517423584	1.58028105090034	0.360857656996324	0.71820585855326	1	chr3	27416161	27711307	-	NA	ENSMUSG00000039286.12
Rnd2	1.28367985878003	0.570256517423584	1.58028105090034	0.360857656996324	0.71820585855326	1	chr11	101464998	101471853	+	NA	ENSMUSG00000001313.12
Chfr	1.28406621905238	0.570116578877417	1.68613913822172	0.33811953352716	0.735273110914415	1	chr5	110135841	110171972	+	NA	ENSMUSG00000014668.15
Ddx10	1.28406621905238	0.570116578877417	1.68613913822172	0.33811953352716	0.735273110914415	1	chr9	53098453	53248112	-	NA	ENSMUSG00000053289.7
Fmr1	1.28103662717344	0.57011554848704	1.80672018059195	0.315552764955694	0.752341995101478	1	chrX	68678540	68717963	+	NA	ENSMUSG00000000838.17
Tsc22d4	1.28344895118673	0.569882732717657	1.62888684419783	0.349860234151689	0.726443591784823	1	chr5	137745729	137768450	+	NA	ENSMUSG00000029723.16
Sirt3	39.3870884446027	0.569804246386969	0.33994047219828	1.6761883123308	0.0937013127821295	0.514784998544264	chr7	140863665	140882309	-	NA	ENSMUSG00000025486.17
NKIRAS2	1.28360440386577	0.569531621705218	1.68643024793589	0.337714306537314	0.735578492500861	1	NA	NA	NA	NA	NA	NA
BPTF	1.28733463120857	0.568995888548456	1.68407343743286	0.337868810172443	0.735462052665792	1	NA	NA	NA	NA	NA	NA
Afg3l1	35.5132422253627	0.568971624725067	0.356188919666023	1.59738721029996	0.110179421608247	0.548792700806588	chr8	123477902	123503916	+	NA	ENSMUSG00000031967.15
Chd1	1.28484685228103	0.56890991669671	1.68556997924901	0.337517827026193	0.735726575733506	1	chr17	15704966	17394898	+	NA	ENSMUSG00000023852.13
Cog7	1.28461594468772	0.568791566082416	1.62813490800633	0.349351619012277	0.726825350244964	1	chr7	121879362	121981711	-	NA	ENSMUSG00000034951.10
Aimp2	1.28710372361527	0.568703681321813	1.68421807317217	0.337666297720389	0.735614675014634	1	chr5	143902703	143909847	-	NA	ENSMUSG00000029610.13
Arfgef1	1.28710372361527	0.568703681321813	1.68421807317217	0.337666297720389	0.735614675014634	1	chr1	10137570	10232670	-	NA	ENSMUSG00000067851.11
PMS1	1.28500230496007	0.568668924673491	1.68545673942167	0.337397520430349	0.735817253596219	1	NA	NA	NA	NA	NA	NA
Slc12a4	1.28500230496007	0.568668924673491	1.68545673942167	0.337397520430349	0.735817253596219	1	chr8	105943589	105966115	-	NA	ENSMUSG00000017765.16
Ube4b	1.28500230496007	0.568668924673491	1.68545673942167	0.337397520430349	0.735817253596219	1	chr4	149328415	149426749	-	NA	ENSMUSG00000028960.18
Zzef1	1.28500230496007	0.568668924673491	1.68545673942167	0.337397520430349	0.735817253596219	1	chr11	72796225	72927120	+	NA	ENSMUSG00000055670.14
Man1a2	1.28477139736677	0.568563108077357	1.62803172441755	0.349233432954611	0.726914068542621	1	chr3	100562207	100685503	-	NA	ENSMUSG00000008763.16
Ahctf1	1.28228361843922	0.568383687768593	1.65393272608621	0.343655868708511	0.73110510356186	1	chr1	179744893	179803680	-	NA	ENSMUSG00000026491.13
Klhdc10	1.28438503709442	0.56832485601133	1.68586058606948	0.337112606289917	0.736032014649225	1	chr6	30401867	30455179	+	NA	ENSMUSG00000029775.14
Nosip	1.28438503709442	0.56832485601133	1.68586058606948	0.337112606289917	0.736032014649225	1	chr7	45062428	45078210	+	NA	ENSMUSG00000003421.13
Dnttip1	1.28454048977347	0.568083843478758	1.68574724626659	0.336992301032606	0.736122703896029	1	chr2	164745982	164768607	+	NA	ENSMUSG00000017299.13
Aldob	2800.85395629116	0.567948203207965	0.0313611070780184	18.1099538927326	2.65971122754736e-73	6.71647077356432e-71	chr4	49535994	49549546	-	NA	ENSMUSG00000028307.9
Deptor	3.8529179517595	0.56785528823474	0.961878802065962	0.590360539202109	0.554948960219965	0.934030472581046	chr15	55112316	55259271	+	NA	ENSMUSG00000022419.15
Pank1	100.936482788277	0.567774854652023	0.203925495471549	2.78422692238223	0.00536554809950135	0.0693905654485376	chr19	34810893	34879455	-	NA	ENSMUSG00000033610.15
Tbc1d9b	1.28220816352497	0.567674043150723	1.714077333995	0.331183448898215	0.740505921328509	1	chr11	50131395	50172785	+	NA	ENSMUSG00000036644.15
Npr2	22.6730529875636	0.567412351012383	0.437121142764001	1.29806658956033	0.194264453870984	0.691967965607261	chr4	43631934	43651244	+	NA	ENSMUSG00000028469.15
Gpx1	883.851298629167	0.567223683684709	0.0595844307853308	9.51966270733184	1.73742054650332e-21	1.76115713706823e-19	chr9	108338902	108340343	+	NA	ENSMUSG00000063856.7
Myo9b	1.28570748327446	0.566852202137973	1.70317201538138	0.332821463139788	0.739269055759659	1	chr8	71272713	71360712	+	NA	ENSMUSG00000004677.15
Prepl	1.28570748327446	0.566852202137973	1.70317201538138	0.332821463139788	0.739269055759659	1	chr17	85063476	85090267	-	NA	ENSMUSG00000024127.14
Arsg	1.28337515702596	0.566490787644069	1.71323424252055	0.330655769995956	0.740904515068283	1	chr11	109473373	109573330	+	NA	ENSMUSG00000020604.13
Lrp3	1.28337515702596	0.566490787644069	1.71323424252055	0.330655769995956	0.740904515068283	1	chr7	35200026	35215498	-	NA	ENSMUSG00000001802.16
Ncoa1	1.28298879675362	0.566439512768719	1.71349788755862	0.330574969996477	0.740965555248826	1	chr12	4247362	4477182	-	NA	ENSMUSG00000020647.9
RBX1	20.0897123761286	0.566287423226085	0.450283686544756	1.25762367180451	0.208527888243376	0.713229868385254	NA	NA	NA	NA	NA	NA
Psmd8	56.4104203060547	0.565928327051685	0.285662750027405	1.98110648657339	0.0475793330203392	0.347996402182298	chr7	29174187	29180701	-	NA	ENSMUSG00000030591.17
Dpys	180.29994460426	0.565816629427058	0.149799733094414	3.77715378885515	0.000158630788166915	0.00348298788132292	chr15	39768484	39857470	-	NA	ENSMUSG00000022304.12
Usp48	18.8116457112877	0.565767822438757	0.486288773971739	1.1634400231325	0.244651019030935	0.758771581162586	chr4	137593754	137658537	+	NA	ENSMUSG00000043411.15
Sidt2	68.790719073577	0.565752512349575	0.254144370285704	2.2261068058032	0.026007028187621	0.230366254604687	chr9	45937856	45955247	-	NA	ENSMUSG00000034908.15
Sec23b	17.5262383385903	0.565688572702808	0.478785543149524	1.1815072129823	0.237401289742251	0.751857697936987	chr2	144556228	144590749	+	NA	ENSMUSG00000027429.16
Chordc1	32.4711246628831	0.565174764694398	0.372310127991797	1.51802146168543	0.129008988391552	0.589020844720358	chr9	18292266	18314000	+	NA	ENSMUSG00000001774.7
UBL3	14.9517137340713	0.56513704330018	0.518986653590763	1.08892403954921	0.276187384240352	0.788044800793159	NA	NA	NA	NA	NA	NA
Abcf1	16.2336296513767	0.564818086842251	0.491013476079813	1.15031076407858	0.250015898955421	0.763574973385176	chr17	35956818	35969761	-	NA	ENSMUSG00000038762.15
Sugct	32.4563845566699	0.564750019175679	0.373302896224838	1.51284660496053	0.130318627477195	0.591737010696132	chr13	16857854	17694732	-	NA	ENSMUSG00000055137.6
Mtch1	12.4045995376326	0.564394515340402	2.34774997729791	0.240398049535913	0.810021690124235	0.982364072666698	chr17	29332071	29347904	-	NA	ENSMUSG00000024012.17
Rab4a	14.9428993879088	0.563659569077785	0.508950912517603	1.1074929923783	0.268080840386593	0.780479425791477	chr8	123805984	123835287	+	NA	ENSMUSG00000019478.15
IDH3A	12.382291625213	0.562976396710718	0.550755545851297	1.02218924702888	0.30669133912539	0.81984427707326	NA	NA	NA	NA	NA	NA
Slc25a51	35.8465283255153	0.562766063068275	0.368691344991428	1.52638804982352	0.12691325197895	0.58559876249935	chr4	45395922	45408766	-	NA	ENSMUSG00000045973.18
Cyp2j6	11.0924708758303	0.561955320977578	0.570338887314493	0.985300728175157	0.324476375155179	0.832677627757255	chr4	96516137	96553661	-	NA	ENSMUSG00000052914.4
Rfk	11.0906190722334	0.561872843643987	0.617873925012975	0.909364873476718	0.363157557113421	0.853295768379135	chr19	17394042	17401349	+	NA	ENSMUSG00000024712.9
Tmem214	11.0879065409901	0.560723641210457	0.575889378441136	0.973665537517412	0.330222633944296	0.835354973422398	chr5	30868011	30879180	+	NA	ENSMUSG00000038828.13
Psmb8	9.80405257039256	0.560385371618667	0.599508595938067	0.934741178717908	0.349921699799575	0.844516594146369	chr17	34197720	34201454	+	NA	ENSMUSG00000024338.14
PCBP2	11.0692661507307	0.560274544221492	3.41285231401314	0.164166067755411	0.869600412664766	0.982364072666698	NA	NA	NA	NA	NA	NA
Pcbp2	11.0692661507307	0.560274544221492	3.41285231401314	0.164166067755411	0.869600412664766	0.982364072666698	chr15	102470631	102500059	+	NA	ENSMUSG00000056851.13
Sh3glb1	28.1354901687747	0.559991112752049	0.395716086805229	1.41513355515333	0.157029341501859	0.636026319245325	chr3	144683677	144720335	-	NA	ENSMUSG00000037062.13
Apob	5520.98756306311	0.559808855221808	0.0223436905018749	25.054449047924	1.56143419796213e-138	6.6103776016079e-136	chr12	7977647	8016835	+	NA	ENSMUSG00000020609.14
Retreg2	39.2130107901004	0.559618260901933	0.345663710424804	1.61896734897102	0.105454288506264	0.540375077673052	NA	NA	NA	NA	NA	NA
Plekha8	9.80477640784546	0.559324102586747	0.598890660770567	0.93393358625277	0.350338152557242	0.844794107325274	chr6	54595110	54645839	+	NA	ENSMUSG00000005225.15
Crls1	25.5591340805506	0.558545021816722	0.4135207339255	1.35070620646884	0.17678956335603	0.667202143405008	chr2	132846665	132866785	+	NA	ENSMUSG00000027357.16
Emc10	8.5213229138082	0.55793755627158	0.633836403960069	0.880254830403728	0.378721276281952	0.859543128582289	chr7	44489936	44496529	-	NA	ENSMUSG00000008140.17
Sumf1	8.51860877013789	0.557695775575382	0.626721245303846	0.889862566099863	0.373539686380362	0.858803162618156	chr6	108107027	108185582	-	NA	ENSMUSG00000030101.15
Mgat1	15.7506494260079	0.557088875199582	0.498570639489627	1.11737200523853	0.263835299730112	0.777887198753633	chr11	49244190	49263030	+	NA	ENSMUSG00000020346.16
Gfus	8.51860872181146	0.556709141687906	0.741618217650985	0.750668104474613	0.45285242304762	0.89899353291664	NA	NA	NA	NA	NA	NA
Itch	7.24525564088583	0.556493201058538	0.722106129222939	0.770652925571178	0.440912681457088	0.894581656639204	chr2	155133508	155226855	+	NA	ENSMUSG00000027598.16
Mrpl10	24.2631596544071	0.556251108566568	0.43662391136948	1.27398223982254	0.202669710447903	0.705577415327889	chr11	97041559	97049213	+	NA	ENSMUSG00000001445.10
Gle1	7.22855090955794	0.55580814547974	0.692202425307474	0.80295607926085	0.422000120832564	0.888338694496892	chr2	29935425	29960371	+	NA	ENSMUSG00000019715.14
Pxmp2	71.0673512156277	0.55561784759175	0.255491743006626	2.17469982024953	0.0296526183821791	0.254970005372214	chr5	110274281	110286186	-	NA	ENSMUSG00000029499.11
Fars2	7.22715921206767	0.555277008074548	0.685585666545842	0.80993088853823	0.417979897824065	0.885676821622198	chr13	36117410	36537592	+	NA	ENSMUSG00000021420.12
Sh3bgrl	21.7035476071653	0.555169364237634	0.439720335878132	1.26255103287172	0.206750575127358	0.71152741473352	chrX	109095364	109197873	+	NA	ENSMUSG00000031246.14
Anxa5	38.2681182341546	0.554312411522688	0.355907132969821	1.55746361950461	0.11936045163453	0.571767045008505	chr3	36448922	36475894	-	NA	ENSMUSG00000027712.13
Rcl1	7.22794316680331	0.554130185671273	0.708478112259916	0.782141573723003	0.434131376541376	0.892443163944097	chr19	29101374	29143843	+	NA	ENSMUSG00000024785.6
Adhfe1	100.805700390815	0.554116028483955	0.202382389824601	2.73796563507423	0.00618205354442121	0.0784004217783251	chr1	9547947	9580673	+	NA	ENSMUSG00000025911.14
Isoc2a	58.678140166747	0.553821274988805	0.275422417335515	2.01080681938155	0.0443458655543601	0.332628654918947	chr7	4877152	4896973	+	NA	ENSMUSG00000086784.2
Nol6	5.95224481635831	0.55369632755768	0.740634346187381	0.74759742159945	0.454703020433779	0.89899353291664	chr4	41114426	41124455	-	NA	ENSMUSG00000028430.14
Hipk3	38.2700314851639	0.553226012875311	0.352894565606838	1.56768073751429	0.116955659279146	0.56485872531487	chr2	104426480	104494446	-	NA	ENSMUSG00000027177.14
Nnt	94.5059737988171	0.552962824388585	1.6885007043808	0.327487470365826	0.743299218172843	0.968742578508336	chr13	119335447	119408997	-	NA	ENSMUSG00000025453.16
Wac	19.1309155426801	0.552844412210009	0.46349929463434	1.19276214356735	0.232962540021974	0.746330469858957	chr18	7868831	7973547	+	NA	ENSMUSG00000024283.14
Slc38a10	5.94905972347389	0.552712469644238	0.748265974680524	0.738657761206129	0.460114840426259	0.899614064062673	chr11	120103959	120151346	-	NA	ENSMUSG00000061306.15
DHRS7	4.66739630332379	0.552414568614115	1.9531969271586	0.282825843586461	0.777310342494171	0.977285891755756	NA	NA	NA	NA	NA	NA
Dhrs7	4.66739630332379	0.552414568614115	1.9531969271586	0.282825843586461	0.777310342494171	0.977285891755756	chr12	72650355	72664828	-	NA	ENSMUSG00000021094.9
Shc1	11.8990083588436	0.551990045090109	0.559897053905305	0.985877745274699	0.324193108846137	0.832400215613859	chr3	89418442	89430027	+	NA	ENSMUSG00000042626.13
GOLGB1	5.94636140517149	0.551830009223691	0.744923819774513	0.740787171218031	0.458822494841665	0.899614064062673	NA	NA	NA	NA	NA	NA
Elmod3	5.95117525841707	0.551677863263192	0.721697658144741	0.764416867696901	0.444618860004445	0.896393767670095	chr6	72565921	72598413	-	NA	ENSMUSG00000056698.11
Birc6	5.94651851860403	0.551273518220189	0.724512558205117	0.76088883757363	0.446723466307084	0.896473645038288	chr17	74528294	74703356	+	NA	ENSMUSG00000024073.14
Shtn1	22.5180608343196	0.550859262590147	0.437885889230747	1.25799729138992	0.208392735823807	0.713229868385254	chr19	58973357	59076069	-	NA	ENSMUSG00000041362.16
Larp4	5.94885704845655	0.550575527885576	0.728950807294527	0.755298605030723	0.450069835498247	0.898516672976666	chr15	99970073	100016351	+	NA	ENSMUSG00000023025.15
Prpf4b	22.5074186082565	0.550294233657659	0.442033031123761	1.24491654449142	0.213162428725185	0.719676186645237	chr13	34875493	34902877	+	NA	ENSMUSG00000021413.8
Foxo3	5.95111558054429	0.549938748713542	0.751876435800497	0.731421710441081	0.464521608337937	0.901298080506853	chr10	42181840	42276755	-	NA	ENSMUSG00000048756.11
Adipor2	160.495081786842	0.549665075312123	0.168660278468554	3.25900727962219	0.00111802799060903	0.0186909348395196	chr6	119353149	119417704	-	NA	ENSMUSG00000030168.13
Mocos	5.94668974832455	0.549530708064692	0.764562683502545	0.718751673240488	0.472293938801134	0.903141266595167	chr18	24653690	24701556	+	NA	ENSMUSG00000039616.9
Abcf3	15.2800156419776	0.549219981040965	0.510393973131598	1.07607066296482	0.28189565491229	0.792551661490716	chr16	20548576	20561379	+	NA	ENSMUSG00000003234.15
Xpo1	4.66919013812788	0.549026417705502	0.863781791035939	0.635607769697311	0.525032104041219	0.927559754498176	chr11	23256040	23298249	+	NA	ENSMUSG00000020290.14
SSBP3	10.5999524185198	0.548697044298918	0.598730467262213	0.916434145748284	0.359439232902638	0.852463302676652	NA	NA	NA	NA	NA	NA
Abcc3	177.801752116148	0.548615142247843	0.148752518043669	3.68810659115557	0.000225929009020776	0.00477536293075631	chr11	94343294	94392997	-	NA	ENSMUSG00000020865.16
Ppp1r15b	4.66849116341752	0.548302803771299	0.825059946431696	0.664561170546038	0.506331211713127	0.921577341818075	chr1	133131142	133139783	+	NA	ENSMUSG00000046062.5
E2f8	16.5486794131026	0.548191441708442	1.31338240323155	0.417389056195384	0.676393858336685	0.955719131347317	chr7	48866428	48881596	-	NA	ENSMUSG00000046179.17
Clcn2	4.66563114050561	0.546923225655039	0.81208290713306	0.673482006394977	0.500640692352844	0.918575159429807	chr16	20702963	20717746	-	NA	ENSMUSG00000022843.16
Deptor	9.33117603131597	0.54692192200916	0.616527662039307	0.887100377945882	0.375024860610961	0.858803162618156	chr15	55112316	55259271	+	NA	ENSMUSG00000022419.15
Slc25a16	15.2715942991014	0.546796401649226	0.523428386798303	1.04464414892333	0.29618746686005	0.808439542875535	chr10	62920632	62946498	+	NA	ENSMUSG00000071253.8
Acnat1	9.31321297787849	0.546472505776638	3.33790449696618	0.163717238247327	0.869953746495894	0.982364072666698	chr4	49447104	49473912	-	NA	ENSMUSG00000070985.3
Rbms1	4.66741994472279	0.546423485969267	0.821470846030697	0.665176967155385	0.505937310587128	0.921577341818075	chr2	60750192	60963192	-	NA	ENSMUSG00000026970.16
Mmp14	4.66228893418865	0.54638705606018	0.791055295084914	0.690706527666349	0.489749986339549	0.91227156705131	chr14	54431611	54441265	+	NA	ENSMUSG00000000957.9
Dicer1	4.66586370885241	0.546356734139847	0.818690515422327	0.667354420074117	0.504545772938094	0.921475580213574	chr12	104687741	104751952	-	NA	ENSMUSG00000041415.9
Ddx6	13.9878862077454	0.545738599269272	0.526511360944745	1.03651818317847	0.299960460954139	0.814037267988152	chr9	44604891	44640731	+	NA	ENSMUSG00000032097.9
Dap3	4.6591100932347	0.545514947839866	0.799780925927357	0.682080467482185	0.495188070737858	0.916043836293629	chr3	88920802	88951181	-	NA	ENSMUSG00000068921.14
Ptprk	4.65826812137977	0.544350556886491	0.822636447877346	0.661714610738537	0.508154139180287	0.922123428090779	chr10	28074819	28597397	+	NA	ENSMUSG00000019889.9
RTCB	33.4606074714074	0.542724308981646	0.39788854156135	1.36401090328449	0.172564134101635	0.659556066452186	NA	NA	NA	NA	NA	NA
Rtcb	33.4606074714074	0.542724308981646	0.39788854156135	1.36401090328449	0.172564134101635	0.659556066452186	chr10	85938636	85957823	-	NA	ENSMUSG00000001783.3
